Component,Origin,License,Copyright
evaluator,https://github.com/redcanaryco/atomic-red-team,MIT,Copyright (c) 2018 Red Canary, Inc.
evaluator,https://github.com/redcanaryco/invoke-atomicredteam,MIT,Copyright (c) 2018 Red Canary, Inc.
